gene_id	n_exons
ENSG00000126752.8	8
ENSG00000126785.13	5
ENSG00000126838.10	36
ENSG00000126856.16	11
ENSG00000126882.13	4
ENSG00000126890.14	3
ENSG00000126952.18	19
ENSG00000127081.14	6
ENSG00000127084.19	18
ENSG00000127124.16	9
ENSG00000127152.18	4
ENSG00000127241.18	16
ENSG00000127252.7	4
ENSG00000127318.11	6
ENSG00000127324.9	12
ENSG00000127325.19	10
ENSG00000127399.15	4
ENSG00000127412.7	15
ENSG00000127472.11	10
ENSG00000127515.3	2
ENSG00000127529.7	1
ENSG00000127533.4	2
ENSG00000127780.3	1
ENSG00000128040.11	4
ENSG00000128052.10	30
ENSG00000128165.9	3
ENSG00000128250.5	2
ENSG00000128253.15	5
ENSG00000128262.8	7
ENSG00000128276.10	3
ENSG00000128284.19	5
ENSG00000128285.4	3
ENSG00000128310.3	2
ENSG00000128313.2	5
ENSG00000128322.7	3
ENSG00000128422.17	9
ENSG00000128438.10	14
ENSG00000128482.16	14
ENSG00000128519.3	1
ENSG00000128573.26	23
ENSG00000128596.17	18
ENSG00000128610.12	5
ENSG00000128714.6	2
ENSG00000128815.19	62
ENSG00000128917.8	11
ENSG00000129009.13	2
ENSG00000129038.16	8
ENSG00000129151.9	9
ENSG00000129152.4	3
ENSG00000129221.16	6
ENSG00000129295.9	13
ENSG00000129437.11	8
ENSG00000129450.9	7
ENSG00000129451.12	6
ENSG00000129455.15	7
ENSG00000129465.16	10
ENSG00000129467.14	26
ENSG00000129675.16	22
ENSG00000129682.16	7
ENSG00000129744.3	5
ENSG00000129757.15	4
ENSG00000129816.5	5
ENSG00000129845.5	5
ENSG00000129862.7	2
ENSG00000129864.7	2
ENSG00000129873.8	1
ENSG00000129910.8	14
ENSG00000129988.6	15
ENSG00000129993.15	12
ENSG00000130032.17	4
ENSG00000130037.5	1
ENSG00000130045.16	3
ENSG00000130052.14	15
ENSG00000130055.14	17
ENSG00000130182.8	6
ENSG00000130222.11	4
ENSG00000130224.15	21
ENSG00000130226.17	26
ENSG00000130270.16	29
ENSG00000130287.14	15
ENSG00000130294.18	50
ENSG00000130300.9	6
ENSG00000130368.7	3
ENSG00000130385.6	2
ENSG00000130427.3	5
ENSG00000130487.9	2
ENSG00000130518.17	5
ENSG00000130528.12	6
ENSG00000130538.6	1
ENSG00000130540.14	8
ENSG00000130561.17	16
ENSG00000130589.16	19
ENSG00000130590.14	6
ENSG00000130592.17	12
ENSG00000130595.19	17
ENSG00000130598.16	8
ENSG00000130656.6	3
ENSG00000130700.7	7
ENSG00000130701.4	14
ENSG00000130711.5	6
ENSG00000130720.13	8
ENSG00000130775.16	7
ENSG00000130783.14	13
ENSG00000130818.12	8
ENSG00000130829.18	4
ENSG00000130940.15	21
ENSG00000130943.7	1
ENSG00000130950.14	8
ENSG00000130988.13	8
ENSG00000131007.9	5
ENSG00000131042.15	14
ENSG00000131055.5	5
ENSG00000131059.12	7
ENSG00000131068.4	2
ENSG00000131096.10	7
ENSG00000131126.19	8
ENSG00000131142.14	7
ENSG00000131183.11	13
ENSG00000131196.18	10
ENSG00000131203.13	12
ENSG00000131264.4	3
ENSG00000131386.19	10
ENSG00000131409.13	3
ENSG00000131471.7	4
ENSG00000131477.11	4
ENSG00000131482.10	5
ENSG00000131538.7	3
ENSG00000131548.7	3
ENSG00000131620.17	26
ENSG00000131686.15	8
ENSG00000131721.6	4
ENSG00000131738.11	7
ENSG00000131773.14	9
ENSG00000131831.18	3
ENSG00000131864.10	4
ENSG00000131885.17	8
ENSG00000131914.11	5
ENSG00000131951.11	33
ENSG00000132010.16	5
ENSG00000132164.10	14
ENSG00000132185.18	6
ENSG00000132204.14	10
ENSG00000132259.13	6
ENSG00000132297.12	18
ENSG00000132321.17	20
ENSG00000132329.11	4
ENSG00000132446.7	1
ENSG00000132514.14	9
ENSG00000132518.7	20
ENSG00000132530.17	7
ENSG00000132554.20	29
ENSG00000132631.6	1
ENSG00000132671.6	1
ENSG00000132681.17	22
ENSG00000132693.12	4
ENSG00000132698.15	5
ENSG00000132703.4	2
ENSG00000132704.16	12
ENSG00000132746.15	10
ENSG00000132854.19	10
ENSG00000132872.12	4
ENSG00000132874.15	21
ENSG00000132911.5	4
ENSG00000132915.11	22
ENSG00000132932.19	38
ENSG00000132938.22	16
ENSG00000132958.17	20
ENSG00000132970.14	10
ENSG00000132972.19	36
ENSG00000132975.8	2
ENSG00000133019.12	9
ENSG00000133020.4	40
ENSG00000133048.13	10
ENSG00000133055.9	11
ENSG00000133063.16	13
ENSG00000133067.18	18
ENSG00000133083.15	18
ENSG00000133101.10	9
ENSG00000133105.8	18
ENSG00000133106.15	13
ENSG00000133107.15	12
ENSG00000133110.15	23
ENSG00000133115.12	8
ENSG00000133116.8	5
ENSG00000133124.12	2
ENSG00000133135.14	7
ENSG00000133169.6	3
ENSG00000133246.12	10
ENSG00000133256.13	22
ENSG00000133317.16	9
ENSG00000133433.11	5
ENSG00000133454.16	44
ENSG00000133475.17	15
ENSG00000133561.15	3
ENSG00000133574.10	3
ENSG00000133640.20	27
ENSG00000133661.17	8
ENSG00000133665.13	6
ENSG00000133687.16	20
ENSG00000133742.14	9
ENSG00000133878.9	4
ENSG00000133937.5	3
ENSG00000133958.13	51
ENSG00000134042.14	9
ENSG00000134061.5	3
ENSG00000134115.13	23
ENSG00000134121.10	28
ENSG00000134193.15	7
ENSG00000134200.4	3
ENSG00000134216.19	12
ENSG00000134240.12	10
ENSG00000134249.7	1
ENSG00000134258.17	6
ENSG00000134317.18	16
ENSG00000134321.13	8
ENSG00000134323.12	3
ENSG00000134326.12	5
ENSG00000134339.9	5
ENSG00000134343.14	28
ENSG00000134365.13	10
ENSG00000134376.17	13
ENSG00000134389.10	10
ENSG00000134438.10	3
ENSG00000134443.10	3
ENSG00000134460.18	8
ENSG00000134489.7	3
ENSG00000134532.19	17
ENSG00000134533.6	5
ENSG00000134539.17	7
ENSG00000134571.11	35
ENSG00000134588.12	6
ENSG00000134595.9	1
ENSG00000134612.12	18
ENSG00000134640.3	3
ENSG00000134716.11	10
ENSG00000134757.5	16
ENSG00000134760.6	15
ENSG00000134762.17	17
ENSG00000134769.23	24
ENSG00000134802.18	14
ENSG00000134812.8	9
ENSG00000134817.11	2
ENSG00000134827.8	9
ENSG00000134830.6	2
ENSG00000134917.10	9
ENSG00000134955.12	19
ENSG00000135063.20	11
ENSG00000135097.7	15
ENSG00000135116.9	5
ENSG00000135144.7	9
ENSG00000135222.6	7
ENSG00000135248.15	9
ENSG00000135298.15	32
ENSG00000135312.7	1
ENSG00000135333.15	17
ENSG00000135338.14	9
ENSG00000135346.9	5
ENSG00000135355.4	2
ENSG00000135363.12	6
ENSG00000135374.11	7
ENSG00000135409.11	11
ENSG00000135413.9	5
ENSG00000135426.16	11
ENSG00000135447.17	7
ENSG00000135472.9	12
ENSG00000135537.17	13
ENSG00000135547.9	5
ENSG00000135569.4	1
ENSG00000135604.10	2
ENSG00000135605.13	18
ENSG00000135625.8	2
ENSG00000135643.5	3
ENSG00000135709.13	13
ENSG00000135824.12	7
ENSG00000135838.14	14
ENSG00000135898.10	3
ENSG00000135902.10	12
ENSG00000135903.20	10
ENSG00000135925.9	4
ENSG00000135929.9	9
ENSG00000135960.10	12
ENSG00000135973.3	1
ENSG00000136002.20	14
ENSG00000136059.15	20
ENSG00000136099.13	3
ENSG00000136110.13	7
ENSG00000136155.17	33
ENSG00000136237.19	26
ENSG00000136250.12	22
ENSG00000136267.14	26
ENSG00000136274.9	8
ENSG00000136275.10	4
ENSG00000136286.16	22
ENSG00000136297.15	8
ENSG00000136383.7	14
ENSG00000136487.18	5
ENSG00000136488.15	5
ENSG00000136514.3	2
ENSG00000136541.15	4
ENSG00000136573.14	13
ENSG00000136634.7	7
ENSG00000136688.11	5
ENSG00000136689.19	9
ENSG00000136694.9	4
ENSG00000136695.15	5
ENSG00000136696.11	6
ENSG00000136697.13	5
ENSG00000136698.10	6
ENSG00000136732.16	5
ENSG00000136750.13	17
ENSG00000136839.1	1
ENSG00000136866.14	4
ENSG00000136869.16	4
ENSG00000136872.20	10
ENSG00000136928.7	19
ENSG00000136929.13	5
ENSG00000136931.10	7
ENSG00000136939.1	1
ENSG00000136944.19	8
ENSG00000136960.13	26
ENSG00000137077.8	4
ENSG00000137078.9	5
ENSG00000137080.4	1
ENSG00000137090.12	5
ENSG00000137198.10	9
ENSG00000137225.13	23
ENSG00000137252.10	8
ENSG00000137270.11	6
ENSG00000137441.8	2
ENSG00000137460.10	12
ENSG00000137462.9	4
ENSG00000137473.19	14
ENSG00000137507.11	4
ENSG00000137558.9	6
ENSG00000137561.5	5
ENSG00000137573.14	23
ENSG00000137634.10	6
ENSG00000137648.19	13
ENSG00000137674.4	10
ENSG00000137675.5	10
ENSG00000137699.17	10
ENSG00000137709.10	14
ENSG00000137727.13	16
ENSG00000137745.12	11
ENSG00000137747.16	13
ENSG00000137757.11	10
ENSG00000137766.18	33
ENSG00000137825.11	7
ENSG00000137841.12	32
ENSG00000137857.18	35
ENSG00000137860.12	18
ENSG00000137869.15	11
ENSG00000137948.19	20
ENSG00000137959.17	9
ENSG00000137968.16	24
ENSG00000137975.8	14
ENSG00000137976.8	6
ENSG00000138083.5	2
ENSG00000138109.11	9
ENSG00000138115.15	10
ENSG00000138135.7	1
ENSG00000138136.7	2
ENSG00000138308.6	4
ENSG00000138311.18	5
ENSG00000138315.13	9
ENSG00000138316.11	22
ENSG00000138395.17	15
ENSG00000138472.11	4
ENSG00000138606.19	8
ENSG00000138615.6	9
ENSG00000138622.4	8
ENSG00000138653.10	15
ENSG00000138669.10	19
ENSG00000138670.18	17
ENSG00000138684.9	5
ENSG00000138722.10	9
ENSG00000138741.11	12
ENSG00000138769.11	14
ENSG00000138792.10	20
ENSG00000138795.10	12
ENSG00000138813.10	10
ENSG00000138892.11	14
ENSG00000138964.17	14
ENSG00000139044.12	20
ENSG00000139053.3	4
ENSG00000139055.7	7
ENSG00000139144.11	33
ENSG00000139151.16	15
ENSG00000139219.19	54
ENSG00000139223.4	1
ENSG00000139292.13	20
ENSG00000139304.16	45
ENSG00000139330.6	3
ENSG00000139364.11	9
ENSG00000139445.18	10
ENSG00000139515.6	2
ENSG00000139547.8	4
ENSG00000139549.4	3
ENSG00000139567.13	10
ENSG00000139610.2	8
ENSG00000139648.7	9
ENSG00000139714.12	6
ENSG00000139737.22	8
ENSG00000139767.10	13
ENSG00000139874.6	3
ENSG00000139915.21	17
ENSG00000139970.17	10
ENSG00000139973.17	8
ENSG00000140015.20	11
ENSG00000140030.6	2
ENSG00000140067.6	3
ENSG00000140090.18	18
ENSG00000140093.10	5
ENSG00000140107.12	6
ENSG00000140254.13	11
ENSG00000140274.14	6
ENSG00000140279.13	34
ENSG00000140287.11	12
ENSG00000140323.6	8
ENSG00000140368.13	16
ENSG00000140450.9	8
ENSG00000140459.18	9
ENSG00000140470.15	23
ENSG00000140478.15	18
ENSG00000140506.17	14
ENSG00000140522.12	9
ENSG00000140563.15	24
ENSG00000140600.17	12
ENSG00000140678.17	31
ENSG00000140795.13	13
ENSG00000140798.16	29
ENSG00000140807.7	10
ENSG00000140932.10	4
ENSG00000140937.14	14
ENSG00000140955.11	11
ENSG00000140968.11	9
ENSG00000141096.6	10
ENSG00000141194.7	4
ENSG00000141200.8	1
ENSG00000141255.13	9
ENSG00000141293.16	14
ENSG00000141316.13	6
ENSG00000141338.14	40
ENSG00000141431.13	15
ENSG00000141433.13	5
ENSG00000141437.10	1
ENSG00000141469.18	11
ENSG00000141506.15	19
ENSG00000141574.8	5
ENSG00000141622.14	8
ENSG00000141639.12	6
ENSG00000141665.13	11
ENSG00000141744.4	3
ENSG00000141748.13	6
ENSG00000141750.7	11
ENSG00000141837.22	49
ENSG00000141854.9	4
ENSG00000141946.1	5
ENSG00000141977.9	6
ENSG00000142025.16	9
ENSG00000142163.8	1
ENSG00000142182.9	12
ENSG00000142224.17	7
ENSG00000142273.13	11
ENSG00000142405.22	10
ENSG00000142449.13	64
ENSG00000142459.8	19
ENSG00000142511.4	1
ENSG00000142512.15	11
ENSG00000142513.6	11
ENSG00000142515.15	6
ENSG00000142538.2	2
ENSG00000142609.19	39
ENSG00000142611.17	17
ENSG00000142621.20	34
ENSG00000142698.15	7
ENSG00000142700.12	3
ENSG00000142748.13	8
ENSG00000142765.18	15
ENSG00000142910.16	12
ENSG00000142959.5	9
ENSG00000142973.14	12
ENSG00000143001.5	3
ENSG00000143006.7	4
ENSG00000143028.9	6
ENSG00000143032.8	3
ENSG00000143105.7	1
ENSG00000143107.10	13
ENSG00000143125.6	3
ENSG00000143167.12	7
ENSG00000143171.13	11
ENSG00000143184.5	3
ENSG00000143185.4	3
ENSG00000143194.13	13
ENSG00000143195.13	10
ENSG00000143199.18	33
ENSG00000143217.9	9
ENSG00000143226.15	7
ENSG00000143297.19	17
ENSG00000143333.7	5
ENSG00000143340.6	5
ENSG00000143341.12	107
ENSG00000143365.19	12
ENSG00000143434.16	20
ENSG00000143469.20	10
ENSG00000143502.16	11
ENSG00000143520.6	3
ENSG00000143536.7	3
ENSG00000143546.10	3
ENSG00000143556.9	3
ENSG00000143595.13	6
ENSG00000143603.19	9
ENSG00000143631.11	3
ENSG00000143632.15	7
ENSG00000143768.13	5
ENSG00000143816.8	4
ENSG00000143847.15	35
ENSG00000143851.15	11
ENSG00000143869.7	2
ENSG00000143954.13	6
ENSG00000143995.20	13
ENSG00000144010.10	7
ENSG00000144015.5	7
ENSG00000144035.4	2
ENSG00000144045.14	12
ENSG00000144115.18	9
ENSG00000144119.4	2
ENSG00000144152.13	8
ENSG00000144188.9	5
ENSG00000144191.12	8
ENSG00000144218.21	25
ENSG00000144227.5	2
ENSG00000144229.12	28
ENSG00000144331.20	13
ENSG00000144406.19	65
ENSG00000144407.10	13
ENSG00000144410.5	9
ENSG00000144460.12	7
ENSG00000144481.17	26
ENSG00000144488.15	9
ENSG00000144644.15	15
ENSG00000144671.11	11
ENSG00000144730.19	14
ENSG00000144771.8	3
ENSG00000144810.16	5
ENSG00000144820.8	16
ENSG00000144821.10	42
ENSG00000144834.14	5
ENSG00000144837.9	11
ENSG00000144852.20	9
ENSG00000144868.14	6
ENSG00000144908.14	23
ENSG00000144962.7	11
ENSG00000145063.15	8
ENSG00000145103.15	8
ENSG00000145113.22	25
ENSG00000145147.20	39
ENSG00000145283.8	6
ENSG00000145309.6	2
ENSG00000145321.13	14
ENSG00000145335.17	8
ENSG00000145423.5	3
ENSG00000145428.15	9
ENSG00000145451.13	10
ENSG00000145491.12	6
ENSG00000145526.12	15
ENSG00000145626.12	8
ENSG00000145649.8	5
ENSG00000145681.11	5
ENSG00000145700.10	26
ENSG00000145708.11	7
ENSG00000145794.17	26
ENSG00000145808.10	23
ENSG00000145824.13	4
ENSG00000145832.15	11
ENSG00000145839.2	5
ENSG00000145861.9	3
ENSG00000145863.11	9
ENSG00000145864.14	11
ENSG00000145888.11	9
ENSG00000145911.6	5
ENSG00000145936.9	4
ENSG00000146005.4	15
ENSG00000146013.11	8
ENSG00000146039.11	13
ENSG00000146047.7	1
ENSG00000146070.17	12
ENSG00000146090.16	15
ENSG00000146151.14	10
ENSG00000146192.15	16
ENSG00000146205.14	25
ENSG00000146216.13	15
ENSG00000146233.8	12
ENSG00000146250.7	2
ENSG00000146267.12	6
ENSG00000146276.12	12
ENSG00000146285.14	8
ENSG00000146350.14	36
ENSG00000146352.13	6
ENSG00000146360.9	3
ENSG00000146378.6	2
ENSG00000146383.7	1
ENSG00000146385.1	1
ENSG00000146399.3	2
ENSG00000146453.13	19
ENSG00000146469.13	7
ENSG00000146530.14	30
ENSG00000146592.17	11
ENSG00000146618.3	1
ENSG00000146666.5	3
ENSG00000146755.11	7
ENSG00000146809.13	14
ENSG00000146857.4	9
ENSG00000146926.11	6
ENSG00000146938.16	7
ENSG00000146950.13	10
ENSG00000147081.15	6
ENSG00000147082.18	13
ENSG00000147113.17	5
ENSG00000147117.8	4
ENSG00000147127.8	8
ENSG00000147138.3	3
ENSG00000147145.13	5
ENSG00000147160.9	8
ENSG00000147174.12	13
ENSG00000147183.10	3
ENSG00000147206.17	20
ENSG00000147231.14	14
ENSG00000147234.11	16
ENSG00000147246.10	7
ENSG00000147256.12	12
ENSG00000147262.5	2
ENSG00000147378.11	5
ENSG00000147381.12	4
ENSG00000147432.7	6
ENSG00000147434.9	6
ENSG00000147443.13	5
ENSG00000147481.17	21
ENSG00000147488.11	26
ENSG00000147570.10	7
ENSG00000147571.5	2
ENSG00000147573.17	11
ENSG00000147596.4	8
ENSG00000147613.8	3
ENSG00000147614.4	8
ENSG00000147642.17	9
ENSG00000147647.13	10
ENSG00000147655.12	6
ENSG00000147676.14	5
ENSG00000147689.16	6
ENSG00000147697.9	14
ENSG00000147724.12	21
ENSG00000147753.9	7
ENSG00000147761.8	7
ENSG00000147873.6	1
ENSG00000147885.4	1
ENSG00000148053.17	19
ENSG00000148136.5	1
ENSG00000148156.8	1
ENSG00000148215.4	1
ENSG00000148357.17	98
ENSG00000148386.9	7
ENSG00000148483.9	4
ENSG00000148488.17	9
ENSG00000148541.13	15
ENSG00000148600.15	17
ENSG00000148602.6	4
ENSG00000148604.15	9
ENSG00000148680.16	4
ENSG00000148704.13	4
ENSG00000148734.8	4
ENSG00000148735.15	13
ENSG00000148942.15	15
ENSG00000148948.8	7
ENSG00000148965.10	4
ENSG00000149021.7	4
ENSG00000149043.16	9
ENSG00000149090.12	13
ENSG00000149124.11	6
ENSG00000149131.17	9
ENSG00000149133.1	1
ENSG00000149150.9	15
ENSG00000149201.10	15
ENSG00000149212.12	10
ENSG00000149256.16	34
ENSG00000149295.14	8
ENSG00000149305.7	9
ENSG00000149403.13	21
ENSG00000149418.11	19
ENSG00000149435.12	6
ENSG00000149443.7	3
ENSG00000149451.18	22
ENSG00000149452.16	11
ENSG00000149507.7	4
ENSG00000149516.14	7
ENSG00000149534.9	7
ENSG00000149548.15	16
ENSG00000149573.9	6
ENSG00000149575.9	5
ENSG00000149599.16	10
ENSG00000149633.12	14
ENSG00000149635.3	3
ENSG00000149651.4	3
ENSG00000149654.11	12
ENSG00000149656.8	3
ENSG00000149742.10	10
ENSG00000149922.11	9
ENSG00000149968.12	10
ENSG00000149972.11	25
ENSG00000150045.12	6
ENSG00000150048.10	6
ENSG00000150051.14	7
ENSG00000150054.19	19
ENSG00000150175.13	9
ENSG00000150244.12	6
ENSG00000150261.5	1
ENSG00000150269.1	1
ENSG00000150275.20	38
ENSG00000150276.8	1
ENSG00000150281.7	3
ENSG00000150337.14	6
ENSG00000150361.12	11
ENSG00000150471.17	27
ENSG00000150510.17	5
ENSG00000150556.17	9
ENSG00000150594.7	1
ENSG00000150625.16	8
ENSG00000150627.16	31
ENSG00000150628.7	6
ENSG00000150637.9	7
ENSG00000150656.15	12
ENSG00000150676.13	12
ENSG00000150732.8	1
ENSG00000150750.9	5
ENSG00000150873.12	4
ENSG00000150893.11	24
ENSG00000151005.5	1
ENSG00000151033.10	5
ENSG00000151117.9	3
ENSG00000151224.13	9
ENSG00000151322.20	12
ENSG00000151360.10	12
ENSG00000151379.4	1
ENSG00000151418.12	5
ENSG00000151475.6	6
ENSG00000151490.15	27
ENSG00000151572.18	30
ENSG00000151577.13	8
ENSG00000151611.17	7
ENSG00000151615.3	2
ENSG00000151617.17	8
ENSG00000151623.15	9
ENSG00000151650.8	3
ENSG00000151704.16	4
ENSG00000151778.11	5
ENSG00000151789.12	8
ENSG00000151790.9	12
ENSG00000151812.15	10
ENSG00000151834.16	11
ENSG00000151846.9	1
ENSG00000151882.11	4
ENSG00000151883.19	27
ENSG00000151917.18	7
ENSG00000151948.12	13
ENSG00000151952.16	9
ENSG00000151962.8	6
ENSG00000151963.4	2
ENSG00000152034.11	6
ENSG00000152092.16	23
ENSG00000152093.8	6
ENSG00000152128.13	8
ENSG00000152207.8	6
ENSG00000152208.13	16
ENSG00000152213.4	3
ENSG00000152214.14	7
ENSG00000152229.18	15
ENSG00000152266.7	3
ENSG00000152315.5	2
ENSG00000152402.11	9
ENSG00000152463.15	9
ENSG00000152467.10	6
ENSG00000152495.11	12
ENSG00000152578.13	17
ENSG00000152582.14	37
ENSG00000152583.13	12
ENSG00000152591.15	5
ENSG00000152592.15	7
ENSG00000152595.16	6
ENSG00000152611.12	5
ENSG00000152672.8	7
ENSG00000152760.10	7
ENSG00000152766.6	6
ENSG00000152779.14	8
ENSG00000152784.16	10
ENSG00000152785.8	3
ENSG00000152822.14	10
ENSG00000152910.19	24
ENSG00000152936.11	10
ENSG00000152954.12	4
ENSG00000152969.20	21
ENSG00000152977.10	3
ENSG00000153012.12	8
ENSG00000153060.8	7
ENSG00000153230.4	1
ENSG00000153246.13	30
ENSG00000153266.13	6
ENSG00000153291.16	9
ENSG00000153292.16	15
ENSG00000153303.17	16
ENSG00000153347.10	11
ENSG00000153495.11	7
ENSG00000153498.12	7
ENSG00000153684.15	19
ENSG00000153779.11	2
ENSG00000153789.13	9
ENSG00000153820.13	12
ENSG00000153923.10	15
ENSG00000153930.13	22
ENSG00000153976.3	2
ENSG00000153993.14	19
ENSG00000154007.7	3
ENSG00000154133.15	18
ENSG00000154134.15	28
ENSG00000154143.3	4
ENSG00000154198.14	12
ENSG00000154227.14	14
ENSG00000154258.17	39
ENSG00000154262.13	39
ENSG00000154269.15	26
ENSG00000154330.13	12
ENSG00000154342.6	4
ENSG00000154415.8	5
ENSG00000154438.8	13
ENSG00000154451.14	11
ENSG00000154478.4	3
ENSG00000154548.9	5
ENSG00000154556.18	24
ENSG00000154589.7	5
ENSG00000154645.14	7
ENSG00000154646.9	25
ENSG00000154654.15	18
ENSG00000154655.16	20
ENSG00000154736.6	9
ENSG00000154764.6	4
ENSG00000154856.13	5
ENSG00000154864.13	56
ENSG00000154874.15	18
ENSG00000154975.14	10
ENSG00000154997.9	10
ENSG00000155011.9	6
ENSG00000155052.15	24
ENSG00000155066.16	24
ENSG00000155070.8	3
ENSG00000155087.4	2
ENSG00000155093.19	23
ENSG00000155158.20	20
ENSG00000155249.5	3
ENSG00000155265.11	5
ENSG00000155269.12	14
ENSG00000155307.19	16
ENSG00000155495.9	4
ENSG00000155511.18	16
ENSG00000155530.3	20
ENSG00000155622.7	5
ENSG00000155629.15	17
ENSG00000155659.15	9
ENSG00000155714.14	5
ENSG00000155719.18	29
ENSG00000155754.15	16
ENSG00000155833.15	8
ENSG00000155886.11	10
ENSG00000155890.4	5
ENSG00000155897.10	18
ENSG00000155918.8	5
ENSG00000155926.14	9
ENSG00000155961.5	2
ENSG00000155962.13	7
ENSG00000155966.14	21
ENSG00000155970.12	15
ENSG00000156006.5	2
ENSG00000156009.10	4
ENSG00000156076.10	10
ENSG00000156096.14	6
ENSG00000156103.16	10
ENSG00000156127.8	3
ENSG00000156140.10	23
ENSG00000156206.14	7
ENSG00000156218.13	30
ENSG00000156219.17	12
ENSG00000156222.12	19
ENSG00000156234.8	5
ENSG00000156265.16	10
ENSG00000156282.5	1
ENSG00000156284.6	1
ENSG00000156299.13	29
ENSG00000156395.14	27
ENSG00000156413.15	4
ENSG00000156414.19	36
ENSG00000156427.8	5
ENSG00000156453.14	5
ENSG00000156466.10	4
ENSG00000156475.19	11
ENSG00000156564.9	3
ENSG00000156574.10	3
ENSG00000156575.2	6
ENSG00000156689.7	7
ENSG00000156738.18	8
ENSG00000156755.10	2
ENSG00000156869.14	17
ENSG00000156920.11	26
ENSG00000156925.12	3
ENSG00000156959.9	4
ENSG00000157005.4	2
ENSG00000157087.20	23
ENSG00000157093.9	5
ENSG00000157103.12	18
ENSG00000157119.12	6
ENSG00000157131.11	11
ENSG00000157219.5	3
ENSG00000157240.4	1
ENSG00000157322.17	13
ENSG00000157330.10	4
ENSG00000157343.9	6
ENSG00000157404.16	21
ENSG00000157423.18	86
ENSG00000157445.15	39
ENSG00000157502.13	5
ENSG00000157542.11	5
ENSG00000157551.19	7
ENSG00000157554.19	12
ENSG00000157601.15	20
ENSG00000157703.16	16
ENSG00000157765.13	13
ENSG00000157766.19	19
ENSG00000157782.9	7
ENSG00000157856.12	17
ENSG00000157873.18	8
ENSG00000157884.11	7
ENSG00000157890.18	26
ENSG00000157965.12	8
ENSG00000158008.10	11
ENSG00000158014.15	8
ENSG00000158022.7	9
ENSG00000158050.5	4
ENSG00000158077.5	12
ENSG00000158113.13	12
ENSG00000158164.7	3
ENSG00000158220.14	23
ENSG00000158258.16	17
ENSG00000158270.12	10
ENSG00000158292.7	6
ENSG00000158352.17	10
ENSG00000158473.8	7
ENSG00000158477.7	6
ENSG00000158481.13	6
ENSG00000158485.11	6
ENSG00000158488.16	6
ENSG00000158497.6	2
ENSG00000158516.12	11
